opus,key,performer,year,time,seconds,label,pid,status,piece_path,performer_label
24.4,B min,Fou,2005,4:52,292,NIFC CD001,9092-07,-,mazurka24-4/pid9092-07,18
24.4,B min,Francois,1956,3:47,227,EMI CZS 7 67413 2,9070-25,-,mazurka24-4/pid9070-25,19
24.4,B min,Friedman,1930,3:41,221,Philips 456 784-2 ,5667230-12,-,mazurka24-4/pid5667230-12,20
24.4,B min,Friedman,1930,4:01,241,Naxos 8.111114,9125-12,-,mazurka24-4/pid9125-12,20
24.4,B min,Gornostaeva,1994,4:25,265,Vista Vera VVCD-00064,9116-07,-,mazurka24-4/pid9116-07,21
24.4,B min,Hatto,1993,5:26,326,Con. Artist FED4-TC-0116/7,610003-19,-,mazurka24-4/pid610003-19,22
24.4,B min,Hatto,2006,5:24,324,Con. Artist 9270/12,9073-19,-,mazurka24-4/pid9073-19,22
24.4,B min,Horowitz,1951,4:34,274,Philips 456 842-2 ,5667249-14,-,mazurka24-4/pid5667249-14,23
24.4,B min,Indjic,1988,5:29,329,Calliope 3321,9050-17,-,mazurka24-4/pid9050-17,24
24.4,B min,Kushner,1990,4:46,286,Connoisseur CD4181/2,9118-17,-,mazurka24-4/pid9118-17,26
24.4,B min,Lilamand,2001,4:52,292,Concerto Royale 206220-3600,9186c-17,-,mazurka24-4/pid9186c-17,27
24.4,B min,Luisada,1990,4:54,294,DG 463054-2,9055-17,-,mazurka24-4/pid9055-17,28
24.4,B min,Lushtak,2004,5:22,322,Centaur CRC 2707,9088-12,-,mazurka24-4/pid9088-12,29
24.4,B min,Malcuzynski,1961,4:56,296,EMI CZS 5 68226 2,918904-04,-,mazurka24-4/pid918904-04,32
24.4,B min,Magaloff,1977,5:29,329,Phillips 426 817/29-2,9074f-17,-,mazurka24-4/pid9074f-17,30
24.4,B min,Magin,1975,4:53,293,Accord 465 665-2,9138-17,-,mazurka24-4/pid9138-17,31
24.4,B min,Meguri,1997,3:56,236,Live Notes WWCC-7313,9137-10,-,mazurka24-4/pid9137-10,33
24.4,B min,Milkina,1970,5:03,303,Unterschrift/EMI,9099-17,-,mazurka24-4/pid9099-17,35
24.4,B min,Mohovich,1999,5:01,301,Agora AG 231.2,9104-17,-,mazurka24-4/pid9104-17,36
24.4,B min,Niedzielski,1931,3:28,208,HMV C-2008/10,610001-01,-,mazurka24-4/pid610001-01,37
24.4,B min,Ohlsson,1999,4:18,258,Arabesque Z6730-2,9153-17,-,mazurka24-4/pid9153-17,38
24.4,B min,Olejniczac,1990,5:14,314,Na&iuml;ve OP20002,9100b-13,-,mazurka24-4/pid9100b-13,39
24.4,B min,Osinska,1989,5:06,306,Cassiopee 969 213/6,9101-17,-,mazurka24-4/pid9101-17,40
24.4,B min,Poblocka,1999,4:48,288,BeArTon CDB012/13,9093-17,-,mazurka24-4/pid9093-17,42
24.4,B min,Rangell,2001,5:09,309,Dorian DOR-93258,9094-17,-,mazurka24-4/pid9094-17,43
24.4,B min,Rosen,1989,5:02,302,Globe 5028 ,52932-10,-,mazurka24-4/pid52932-10,44
24.4,B min,Rosenthal,1929,3:49,229,Membran 222913-321,9057j-02,-,mazurka24-4/pid9057j-02,45
24.4,B min,Rosenthal,1929,3:50,230,Biddulph LHW 040,9183-06,-,mazurka24-4/pid9183-06,45
24.4,B min,Rubinstein,1939,4:03,243,Naxos 8.110656-57,9049-17,-,mazurka24-4/pid9049-17,46
24.4,B min,Rubinstein,1952,5:29,329,BMG 09026 63027-2,9075-17,-,mazurka24-4/pid9075-17,46
24.4,B min,Rubinstein,1966,5:04,304,BMG 09026-63050-2,9059-17,-,mazurka24-4/pid9059-17,46
24.4,B min,Shebanova,2002,4:54,294,DUX 0350/0351,9072-17,-,mazurka24-4/pid9072-17,47
24.4,B min,Smith,1975,1:29,89,EMI 724358576726,9054-17,-,mazurka24-4/pid9054-17,48
24.4,B min,Sztompka,1959,5:08,308,Muza PNOD 313 A/B,9170-17,-,mazurka24-4/pid9170-17,50
24.4,B min,Uninsky,1971,4:11,251,Philips 442 574-2,9061-17,-,mazurka24-4/pid9061-17,51
24.4,B min,Vardi,1988,5:21,321,Carriere Classics 21.0017,9173-22,-,mazurka24-4/pid9173-22,52
24.4,B min,Wasowski,1980,5:18,318,Concord CCD-42036,9111-17,-,mazurka24-4/pid9111-17,53
30.1,C min,Ashkenazy,1981,1:29,89,Decca 448 086-2,9058-18,-,mazurka30-1/pid9058-18,0
30.1,C min,Ashkenazy,1982,1:29,89,London 410 122-2,50848-02,-,mazurka30-1/pid50848-02,0
30.1,C min,Bacha,1999,1:41,101,Forlane 126817,9166f-15,-,mazurka30-1/pid9166f-15,1
30.1,C min,Barbosa,1983,1:22,82,Centaur CRC2098/9,9174-18,-,mazurka30-1/pid9174-18,2
30.1,C min,Biret,1990,1:53,113,Naxos 8.550359,9062-18,-,mazurka30-1/pid9062-18,3
30.1,C min,Brailowsky,1960,1:34,94,Sony SB2K 63237,9060-18,-,mazurka30-1/pid9060-18,6
30.1,C min,Chiu,1999,1:52,112,HMX 2907352.53,9048-18,-,mazurka30-1/pid9048-18,7
30.1,C min,Clidat,1994,1:15,75,Forlane UCD16729 ,9067-18,-,mazurka30-1/pid9067-18,8
30.1,C min,Cohen,1997,1:51,111,Glossa 920506 ,9105b-01,-,mazurka30-1/pid9105b-01,9
30.1,C min,Cortot,1951,1:47,107,Concert Artist 9180/12 ,9066-18,-,mazurka30-1/pid9066-18,10
30.1,C min,Cortot,1957,1:31,91,Sony Classical S3K89698,9107c-10,-,mazurka30-1/pid9107c-10,10
30.1,C min,Csalog,1996,1:27,87,Hungaroton HCD 31755/6,1263-18,-,mazurka30-1/pid1263-18,11
30.1,C min,Czerny-Stefanska,1989,1:41,101,Pony Canyon Classics PCCL-00460,9192-18,-,mazurka30-1/pid9192-18,12
30.1,C min,Ezaki,2006,1:48,108,Triton OVCT-00035,9139-18,-,mazurka30-1/pid9139-18,13
30.1,C min,Falvay,1989,1:33,93,Naxos 8.550256 ,9068-12,-,mazurka30-1/pid9068-12,14
30.1,C min,Fiorentino,1961,1:21,81,Con. Artist 9200-2 ,9065-13,-,mazurka30-1/pid9065-13,16
30.1,C min,Fliere,1977,1:43,103,Melodia 10 00439,9063-18,-,mazurka30-1/pid9063-18,17
30.1,C min,Fou,1978,1:21,81,Sony SB2K 53 246,9071-29,-,mazurka30-1/pid9071-29,18
30.1,C min,Fou,2005,1:34,94,NIFC CD001,9092-08,-,mazurka30-1/pid9092-08,18
30.1,C min,Francois,1956,1:24,84,EMI CZS 7 67413 2,9070b-01,-,mazurka30-1/pid9070b-01,19
30.1,C min,Hatto,1993,1:45,105,Con. Artist FED4-TC-0116/7,610003-20,-,mazurka30-1/pid610003-20,22
30.1,C min,Hatto,2006,1:40,100,Con. Artist 9270/12,9073-20,-,mazurka30-1/pid9073-20,22
30.1,C min,Indjic,1988,1:40,100,Calliope 3321,9050-18,-,mazurka30-1/pid9050-18,24
30.1,C min,Kushner,1990,1:26,86,Connoisseur CD4181/2,9118-18,-,mazurka30-1/pid9118-18,26
30.1,C min,Lilamand,2001,1:45,105,Concerto Royale 206220-3600,9186c-18,-,mazurka30-1/pid9186c-18,27
30.1,C min,Luisada,1990,1:37,97,DG 463054-2,9055-18,-,mazurka30-1/pid9055-18,28
30.1,C min,Lushtak,2004,1:44,104,Centaur CRC 2707,9088-13,-,mazurka30-1/pid9088-13,29
30.1,C min,Magaloff,1977,1:40,100,Phillips 426 817/29-2,9074f-18,-,mazurka30-1/pid9074f-18,30
30.1,C min,Magin,1975,1:43,103,Accord 465 665-2,9138-18,-,mazurka30-1/pid9138-18,31
30.1,C min,Milkina,1970,1:44,104,Unterschrift/EMI,9099-18,-,mazurka30-1/pid9099-18,35
30.1,C min,Mohovich,1999,1:47,107,Agora AG 231.2,9104-18,-,mazurka30-1/pid9104-18,36
30.1,C min,Ohlsson,1999,2:03,123,Arabesque Z6730-2,9153-18,-,mazurka30-1/pid9153-18,38
30.1,C min,Olejniczac,1990,1:53,113,Na&iuml;ve OP20002,9100b-18,-,mazurka30-1/pid9100b-18,39
30.1,C min,Osinska,1989,1:41,101,Cassiopee 969 213/6,9101-18,-,mazurka30-1/pid9101-18,40
30.1,C min,Poblocka,1999,1:28,88,BeArTon CDB012/13,9093-18,-,mazurka30-1/pid9093-18,42
30.1,C min,Rangell,2001,1:49,109,Dorian DOR-93258,9094-18,-,mazurka30-1/pid9094-18,43
30.1,C min,Rubinstein,1939,1:35,95,Naxos 8.110656-57,9049-18,-,mazurka30-1/pid9049-18,46
30.1,C min,Rubinstein,1952,1:25,85,BMG 09026 63027-2,9075-18,-,mazurka30-1/pid9075-18,46
30.1,C min,Rubinstein,1966,1:37,97,BMG 09026-63050-2,9059-18,-,mazurka30-1/pid9059-18,46
30.1,C min,Shebanova,2002,1:44,104,DUX 0350/0351,9072-18,-,mazurka30-1/pid9072-18,47
30.1,C min,Smith,1975,2:40,160,EMI 724358576726,9054-18,-,mazurka30-1/pid9054-18,48
30.1,C min,Sztompka,1959,1:57,117,Muza PNOD 313 A/B,9170-18,-,mazurka30-1/pid9170-18,50
30.1,C min,Uninsky,1959,1:43,103,Philips 442 574-2,9061-18,-,mazurka30-1/pid9061-18,51
30.1,C min,Wasowski,1980,2:01,121,Concord CCD-42036,9111-18,-,mazurka30-1/pid9111-18,53
30.2,B min,Ashkenazy,1981,1:06,66,Decca 448 086-2,9058-19,precor,mazurka30-2/pid9058-19,0
30.2,B min,Ashkenazy,1982,1:06,66,London 410 122-2,50848-03,precor,mazurka30-2/pid50848-03,0
30.2,B min,Bacha,1999,1:07,67,Forlane 126817,9166f-16,-,mazurka30-2/pid9166f-16,1
30.2,B min,Barbosa,1983,1:19,79,Centaur CRC2098/9,9174-19,-,mazurka30-2/pid9174-19,2
30.2,B min,Biret,1990,1:26,86,Naxos 8.550359,9062-19,precor,mazurka30-2/pid9062-19,3
30.2,B min,Blet,2003,1:30,90,Marcal MA030501,9103-10,precor,mazurka30-2/pid9103-10,4
30.2,B min,Brailowsky,1960,1:13,73,Sony SB2K 63237,9060-19,precor,mazurka30-2/pid9060-19,6
30.2,B min,Chiu,1999,1:31,91,HMX 2907352.53,9048-19,precor,mazurka30-2/pid9048-19,7
30.2,B min,Clidat,1994,1:27,87,Forlane UCD16729 ,9067-19,precor,mazurka30-2/pid9067-19,8
30.2,B min,Cohen,1997,2:13,133,Glossa 920506 ,9105b-02,-,mazurka30-2/pid9105b-02,9
30.2,B min,Cortot,1951,1:28,88,Concert Artist 9180/12 ,9066-19,precor,mazurka30-2/pid9066-19,10
30.2,B min,Cortot,1957,1:09,69,Sony Classical S3K89698,9107c-11,-,mazurka30-2/pid9107c-11,10
30.2,B min,Csalog,1996,1:27,87,Hungaroton HCD 31755/6,1263-19,-,mazurka30-2/pid1263-19,11
30.2,B min,Czerny-Stefanska,1989,1:26,86,Pony Canyon Classics PCCL-00460,9192-19,-,mazurka30-2/pid9192-19,12
30.2,B min,Ezaki,2006,1:18,78,Triton OVCT-00035,9139-19,-,mazurka30-2/pid9139-19,13
30.2,B min,Ferenczy,1956,1:33,93,Hungaroton HCD 32121,9097-04,precor,mazurka30-2/pid9097-04,15
30.2,B min,Fiorentino,1961,1:11,71,Con. Artist 9200-2 ,9065-14,precor,mazurka30-2/pid9065-14,16
30.2,B min,Fliere,1977,1:34,94,Melodia 10 00439,9063-19,precor,mazurka30-2/pid9063-19,17
30.2,B min,Fou,1978,1:20,80,Sony SB2K 53 246,9071-30,precor,mazurka30-2/pid9071-30,18
30.2,B min,Fou,2005,1:32,92,NIFC CD001,9092-13,precor,mazurka30-2/pid9092-13,18
30.2,B min,Francois,1956,1:11,71,EMI CZS 7 67413 2,9070b-02,precor,mazurka30-2/pid9070b-02,19
30.2,B min,Hatto,1993,1:31,91,Con. Artist FED4-TC-0116/7,610003-21,-,mazurka30-2/pid610003-21,22
30.2,B min,Hatto,2006,1:32,92,Con. Artist 9270/12,9073-21,precor,mazurka30-2/pid9073-21,22
30.2,B min,Horowitz,1945,1:48,108,Philips 456 842-2 ,5667249-15,-,mazurka30-2/pid5667249-15,23
30.2,B min,Indjic,1988,1:32,92,Calliope 3321,9050-19,precor,mazurka30-2/pid9050-19,24
30.2,B min,Kushner,1990,1:23,83,Connoisseur CD4181/2,9118-19,-,mazurka30-2/pid9118-19,26
30.2,B min,Lilamand,2001,0:58,58,Concerto Royale 206220-3600,9186c-19,-,mazurka30-2/pid9186c-19,27
30.2,B min,Luisada,1990,1:30,90,DG 463054-2,9055-19,precor,mazurka30-2/pid9055-19,28
30.2,B min,Lushtak,2004,1:24,84,Centaur CRC 2707,9088-14,precor,mazurka30-2/pid9088-14,29
30.2,B min,Magaloff,1977,1:32,92,Phillips 426 817/29-2,9074f-19,precor,mazurka30-2/pid9074f-19,30
30.2,B min,Magin,1975,1:27,87,Accord 465 665-2,9138-19,-,mazurka30-2/pid9138-19,31
30.2,B min,Meguri,1997,0:59,59,Live Notes WWCC-7313,9137-11,-,mazurka30-2/pid9137-11,33
30.2,B min,Michelangeli,1971,1:35,95,Philips 456 904-2,5667269b-38,precor,mazurka30-2/pid5667269b-38,34
30.2,B min,Milkina,1970,1:34,94,Unterschrift/EMI,9099-19,precor,mazurka30-2/pid9099-19,35
30.2,B min,Mohovich,1999,1:27,87,Agora AG 231.2,9104-19,precor,mazurka30-2/pid9104-19,36
30.2,B min,Niedzielski,1931,1:03,63,HMV C-2008/10,610001-12,-,mazurka30-2/pid610001-12,37
30.2,B min,Ohlsson,1999,1:09,69,Arabesque Z6730-2,9153-19,-,mazurka30-2/pid9153-19,38
30.2,B min,Olejniczac,1990,1:15,75,Na&iuml;ve OP20002,9100b-19,precor,mazurka30-2/pid9100b-19,39
30.2,B min,Osinska,1989,1:39,99,Cassiopee 969 213/6,9101b-01,-,mazurka30-2/pid9101b-01,40
30.2,B min,Poblocka,1999,1:23,83,BeArTon CDB012/13,9093-19,precor,mazurka30-2/pid9093-19,42
30.2,B min,Rangell,2001,1:25,85,Dorian DOR-93258,9094-19,precor,mazurka30-2/pid9094-19,43
30.2,B min,Rubinstein,1939,1:23,83,Naxos 8.110656-57,9049-19,precor,mazurka30-2/pid9049-19,46
30.2,B min,Rubinstein,1952,1:25,85,BMG 09026 63027-2,9075-19,precor,mazurka30-2/pid9075-19,46
30.2,B min,Rubinstein,1966,1:28,88,BMG 09026-63050-2,9059-19,precor,mazurka30-2/pid9059-19,46
30.2,B min,Shebanova,2002,1:18,78,DUX 0350/0351,9072-19,precor,mazurka30-2/pid9072-19,47
30.2,B min,Smith,1975,1:33,93,EMI 724358576726,9054-19,precor,mazurka30-2/pid9054-19,48
30.2,B min,Sofronitsky,1960,1:06,66,Philips 456 970-2,5667291-15,precor,mazurka30-2/pid5667291-15,49
30.2,B min,Sofronitsky,1961,1:05,65,Classound 001-026 ,9113-15,-,mazurka30-2/pid9113-15,49
30.2,B min,Sztompka,1959,1:40,100,Muza PNOD 313 A/B,9170-19,-,mazurka30-2/pid9170-19,50
30.2,B min,Uninsky,1959,1:28,88,Philips 442 574-2,9061-19,precor,mazurka30-2/pid9061-19,51
30.2,B min,Wasowski,1980,1:35,95,Concord CCD-42036,9111-19,-,mazurka30-2/pid9111-19,53
30.3,D maj,Ashkenazy,1981,2:36,156,Decca 448 086-2,9058-20,-,mazurka30-3/pid9058-20,0
30.3,D maj,Ashkenazy,1982,2:35,155,London 410 122-2,50848-04,-,mazurka30-3/pid50848-04,0
30.3,D maj,Bacha,1999,2:29,149,Forlane 126817,9166f-17,-,mazurka30-3/pid9166f-17,1
30.3,D maj,Barbosa,1983,2:48,168,Centaur CRC2098/9,9174-20,-,mazurka30-3/pid9174-20,2
30.3,D maj,Biret,1990,3:06,186,Naxos 8.550359,9062-20,-,mazurka30-3/pid9062-20,3
30.3,D maj,Brailowsky,1960,2:40,160,Sony SB2K 63237,9060-20,-,mazurka30-3/pid9060-20,6
30.3,D maj,Chiu,1999,2:51,171,HMX 2907352.53,9048-20,-,mazurka30-3/pid9048-20,7
30.3,D maj,Clidat,1994,2:34,154,Forlane UCD16729 ,9067-20,-,mazurka30-3/pid9067-20,8
30.3,D maj,Cohen,1997,3:45,225,Glossa 920506 ,9105b-03,-,mazurka30-3/pid9105b-03,9
30.3,D maj,Cortot,1951,3:15,195,Concert Artist 9180/12 ,9066-20,-,mazurka30-3/pid9066-20,10
30.3,D maj,Csalog,1996,2:47,167,Hungaroton HCD 31755/6,1263-20,-,mazurka30-3/pid1263-20,11
30.3,D maj,Czerny-Stefanska,1989,2:48,168,Pony Canyon Classics PCCL-00460,9192-20,-,mazurka30-3/pid9192-20,12
30.3,D maj,Ezaki,2006,2:47,167,Triton OVCT-00035,9139-20,-,mazurka30-3/pid9139-20,13
30.3,D maj,Falvay,1989,2:54,174,Naxos 8.550256 ,9068-13,-,mazurka30-3/pid9068-13,14
30.3,D maj,Fiorentino,1961,2:32,152,Con. Artist 9200-2 ,9065-15,-,mazurka30-3/pid9065-15,16
30.3,D maj,Fliere,1977,2:41,161,Melodia 10 00439,9063-20,-,mazurka30-3/pid9063-20,17
30.3,D maj,Fou,1978,3:06,186,Sony SB2K 53 246,9071-31,-,mazurka30-3/pid9071-31,18
30.3,D maj,Francois,1956,2:12,132,EMI CZS 7 67413 2,9070b-03,-,mazurka30-3/pid9070b-03,19
30.3,D maj,Francois,1966,2:23,143,EMI 724382669029,9051-12,-,mazurka30-3/pid9051-12,19
30.3,D maj,Gornostaeva,1994,2:39,159,Vista Vera VVCD-00064,9116-08,-,mazurka30-3/pid9116-08,21
30.3,D maj,Hatto,1993,2:58,178,Con. Artist FED4-TC-0116/7,610003-22,-,mazurka30-3/pid610003-22,22
30.3,D maj,Hatto,2006,2:58,178,Con. Artist 9270/12,9073-22,-,mazurka30-3/pid9073-22,22
30.3,D maj,Horowitz,1949,3:00,180,Philips 456 842-2 ,5667249-17,-,mazurka30-3/pid5667249-17,23
30.3,D maj,Indjic,1988,2:59,179,Calliope 3321,9050-20,-,mazurka30-3/pid9050-20,24
30.3,D maj,Kapell,1951,2:26,146,RCA 09026-68990-2,9090-09,-,mazurka30-3/pid9090-09,25
30.3,D maj,Kushner,1990,2:57,177,Connoisseur CD4181/2,9118-20,-,mazurka30-3/pid9118-20,26
30.3,D maj,Lilamand,2001,2:56,176,Concerto Royale 206220-3600,9186c-20,-,mazurka30-3/pid9186c-20,27
30.3,D maj,Luisada,1990,3:07,187,DG 463054-2,9055-20,-,mazurka30-3/pid9055-20,28
30.3,D maj,Lushtak,2004,2:56,176,Centaur CRC 2707,9088-15,-,mazurka30-3/pid9088-15,29
30.3,D maj,Malcuzynski,1961,2:59,179,EMI CZS 5 68226 2,918904-05,-,mazurka30-3/pid918904-05,32
30.3,D maj,Magaloff,1977,2:59,179,Phillips 426 817/29-2,9074f-20,-,mazurka30-3/pid9074f-20,30
30.3,D maj,Magin,1975,2:46,166,Accord 465 665-2,9138-20,-,mazurka30-3/pid9138-20,31
30.3,D maj,Michelangeli,1962,3:25,205,Warner Apex 40647,918726-09,-,mazurka30-3/pid918726-09,34
30.3,D maj,Michelangeli,1971,3:13,193,Philips 456 904-2,5667269b-37,-,mazurka30-3/pid5667269b-37,34
30.3,D maj,Milkina,1970,2:58,178,Unterschrift/EMI,9099-20,-,mazurka30-3/pid9099-20,35
30.3,D maj,Mohovich,1999,2:54,174,Agora AG 231.2,9104-20,-,mazurka30-3/pid9104-20,36
30.3,D maj,Ohlsson,1999,2:51,171,Arabesque Z6730-2,9153-20,-,mazurka30-3/pid9153-20,38
30.3,D maj,Olejniczac,1990,2:49,169,Na&iuml;ve OP20002,9100b-20,-,mazurka30-3/pid9100b-20,39
30.3,D maj,Osinska,1989,2:49,169,Cassiopee 969 213/6,9101b-02,-,mazurka30-3/pid9101b-02,40
30.3,D maj,Poblocka,1999,2:33,153,BeArTon CDB012/13,9093-20,-,mazurka30-3/pid9093-20,42
30.3,D maj,Rangell,2001,2:28,148,Dorian DOR-93258,9094-20,-,mazurka30-3/pid9094-20,43
30.3,D maj,Rubinstein,1939,2:35,155,Naxos 8.110656-57,9049-20,-,mazurka30-3/pid9049-20,46
30.3,D maj,Rubinstein,1952,3:02,182,BMG 09026 63027-2,9075-20,-,mazurka30-3/pid9075-20,46
30.3,D maj,Rubinstein,1966,2:52,172,BMG 09026-63050-2,9059-20,-,mazurka30-3/pid9059-20,46
30.3,D maj,Shebanova,2002,2:39,159,DUX 0350/0351,9072-20,-,mazurka30-3/pid9072-20,47
30.3,D maj,Smith,1975,2:57,177,EMI 724358576726,9054-20,-,mazurka30-3/pid9054-20,48
30.3,D maj,Sofronitsky,1949,2:31,151,Vista Vera VVCD-00118-2,9114b-13,-,mazurka30-3/pid9114b-13,49
30.3,D maj,Sofronitsky,1960,2:41,161,Philips 456 970-2,5667291-16,-,mazurka30-3/pid5667291-16,49
30.3,D maj,Sofronitsky,1961,2:40,160,Classound 001-026 ,9113-16,-,mazurka30-3/pid9113-16,49
30.3,D maj,Sztompka,1959,2:56,176,Muza PNOD 313 A/B,9170-20,-,mazurka30-3/pid9170-20,50
30.3,D maj,Uninsky,1961,2:16,136,Philips 442 574-2,9061-20,-,mazurka30-3/pid9061-20,51
30.3,D maj,Wasowski,1980,3:00,180,Concord CCD-42036,9111-20,-,mazurka30-3/pid9111-20,53
30.4,C# min,Ashkenazy,1981,3:38,218,Decca 448 086-2,9058-21,-,mazurka30-4/pid9058-21,0
30.4,C# min,Ashkenazy,1982,3:37,217,London 410 122-2,50848-05,-,mazurka30-4/pid50848-05,0
30.4,C# min,Bacha,1999,3:35,215,Forlane 126817,9166f-18,-,mazurka30-4/pid9166f-18,1
30.4,C# min,Barbosa,1983,3:34,214,Centaur CRC2098/9,9174-21,-,mazurka30-4/pid9174-21,2
30.4,C# min,Biret,1990,4:30,270,Naxos 8.550359,9062-21,-,mazurka30-4/pid9062-21,3
30.4,C# min,Blet,2003,4:22,262,Marcal MA030501,9103-11,-,mazurka30-4/pid9103-11,4
30.4,C# min,Block,1995,3:51,231,ProPiano PPR224507 ,9064-11,-,mazurka30-4/pid9064-11,5
30.4,C# min,Brailowsky,1960,3:57,237,Sony SB2K 63237,9060-21,-,mazurka30-4/pid9060-21,6
30.4,C# min,Chiu,1999,3:55,235,HMX 2907352.53,9048-21,-,mazurka30-4/pid9048-21,7
30.4,C# min,Cohen,1997,4:20,260,Glossa 920506 ,9105b-04,-,mazurka30-4/pid9105b-04,9
30.4,C# min,Cortot,1951,3:44,224,Concert Artist 9180/12 ,9066-21,-,mazurka30-4/pid9066-21,10
30.4,C# min,Csalog,1996,3:24,204,Hungaroton HCD 31755/6,1263-21,-,mazurka30-4/pid1263-21,11
30.4,C# min,Czerny-Stefanska,1989,4:08,248,Pony Canyon Classics PCCL-00460,9192-21,-,mazurka30-4/pid9192-21,12
30.4,C# min,Ezaki,2006,3:45,225,Triton OVCT-00035,9139-21,-,mazurka30-4/pid9139-21,13
30.4,C# min,Fiorentino,1990,4:18,258,Con. Artist 9200-2 ,9065-16,-,mazurka30-4/pid9065-16,16
30.4,C# min,Fliere,1977,3:35,215,Melodia 10 00439,9063-21,-,mazurka30-4/pid9063-21,17
30.4,C# min,Fou,1978,4:19,259,Sony SB2K 53 246,9071-32,-,mazurka30-4/pid9071-32,18
30.4,C# min,Francois,1956,3:17,197,EMI CZS 7 67413 2,9070b-04,-,mazurka30-4/pid9070b-04,19
30.4,C# min,Gornostaeva,1994,3:53,233,Vista Vera VVCD-00064,9116-09,-,mazurka30-4/pid9116-09,21
30.4,C# min,Hatto,1993,4:16,256,Con. Artist FED4-TC-0116/7,610003-23,-,mazurka30-4/pid610003-23,22
30.4,C# min,Hatto,2006,4:19,259,Con. Artist 9270/12,9073-23,-,mazurka30-4/pid9073-23,22
30.4,C# min,Horowitz,1928,3:43,223,Philips 456 842-2 ,5667249-02,-,mazurka30-4/pid5667249-02,23
30.4,C# min,Horowitz,1949,3:48,228,Philips 456 842-2 ,5667249-16,-,mazurka30-4/pid5667249-16,23
30.4,C# min,Indjic,1988,4:21,261,Calliope 3321,9050-21,-,mazurka30-4/pid9050-21,24
30.4,C# min,Kushner,1990,3:43,223,Connoisseur CD4181/2,9118-21,-,mazurka30-4/pid9118-21,26
30.4,C# min,Lilamand,2001,3:08,188,Concerto Royale 206220-3600,9186c-21,-,mazurka30-4/pid9186c-21,27
30.4,C# min,Luisada,1990,4:11,251,DG 463054-2,9055-21,-,mazurka30-4/pid9055-21,28
30.4,C# min,Lushtak,2004,4:08,248,Centaur CRC 2707,9088-16,-,mazurka30-4/pid9088-16,29
30.4,C# min,Malcuzynski,1961,3:45,225,EMI CZS 5 68226 2,918904-06,-,mazurka30-4/pid918904-06,32
30.4,C# min,Magaloff,1977,4:21,261,Phillips 426 817/29-2,9074f-21,-,mazurka30-4/pid9074f-21,30
30.4,C# min,Magin,1975,3:37,217,Accord 465 665-2,9138-21,-,mazurka30-4/pid9138-21,31
30.4,C# min,Michelangeli,1941,3:14,194,Membran 222913-321,9057f-01,-,mazurka30-4/pid9057f-01,34
30.4,C# min,Milkina,1970,4:05,245,Unterschrift/EMI,9099-21,-,mazurka30-4/pid9099-21,35
30.4,C# min,Mohovich,1999,4:05,245,Agora AG 231.2,9104-21,-,mazurka30-4/pid9104-21,36
30.4,C# min,Ohlsson,1999,3:45,225,Arabesque Z6730-2,9153-21,-,mazurka30-4/pid9153-21,38
30.4,C# min,Olejniczac,1990,4:22,262,Na&iuml;ve OP20002,9100b-21,-,mazurka30-4/pid9100b-21,39
30.4,C# min,Osinska,1989,3:47,227,Cassiopee 969 213/6,9101b-03,-,mazurka30-4/pid9101b-03,40
30.4,C# min,Perlemuter,1986,3:55,235,Nimbus NI5393,9089-16,-,mazurka30-4/pid9089-16,41
30.4,C# min,Poblocka,1999,3:21,201,BeArTon CDB012/13,9093-21,-,mazurka30-4/pid9093-21,42
30.4,C# min,Rangell,2001,3:28,208,Dorian DOR-93258,9094-21,-,mazurka30-4/pid9094-21,43
30.4,C# min,Rubinstein,1939,3:33,213,Naxos 8.110656-57,9049-21,-,mazurka30-4/pid9049-21,46
30.4,C# min,Rubinstein,1952,3:40,220,BMG 09026 63027-2,9075-21,-,mazurka30-4/pid9075-21,46
30.4,C# min,Rubinstein,1966,3:42,222,BMG 09026-63050-2,9059-21,-,mazurka30-4/pid9059-21,46
30.4,C# min,Shebanova,2002,3:43,223,DUX 0350/0351,9072-21,-,mazurka30-4/pid9072-21,47
30.4,C# min,Smith,1975,1:31,91,EMI 724358576726,9054-21,-,mazurka30-4/pid9054-21,48
30.4,C# min,Sofronitsky,1949,3:20,200,Vista Vera VVCD-00118-2,9114b-11,-,mazurka30-4/pid9114b-11,49
30.4,C# min,Sofronitsky,1960,3:53,233,Philips 456 970-2,5667291-17,-,mazurka30-4/pid5667291-17,49
30.4,C# min,Sofronitsky,1961,3:49,229,Classound 001-026 ,9113-17,-,mazurka30-4/pid9113-17,49
30.4,C# min,Sztompka,1959,4:00,240,Muza PNOD 313 A/B,9170-21,-,mazurka30-4/pid9170-21,50
30.4,C# min,Uninsky,1959,3:38,218,Philips 442 574-2,9061-21,-,mazurka30-4/pid9061-21,51
30.4,C# min,Wasowski,1980,5:18,318,Concord CCD-42036,9111-21,-,mazurka30-4/pid9111-21,53
33.1,G# min,Ashkenazy,1981,1:25,85,Decca 448 086-2,9058-22,-,mazurka33-1/pid9058-22,0
33.1,G# min,Ashkenazy,1982,1:25,85,London 410 122-2,50848-09,-,mazurka33-1/pid50848-09,0
33.1,G# min,Bacha,1999,1:36,96,Forlane 126817,9166g-01,-,mazurka33-1/pid9166g-01,1
33.1,G# min,Barbosa,1983,1:33,93,Centaur CRC2098/9,9174-22,-,mazurka33-1/pid9174-22,2
